"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"reticulate","reticulate","/usr/local/lib/R/site-library","1.44.0",NA,"R (>= 3.5)","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr","Rcpp","callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.5.0"
"rhdf5","rhdf5","/usr/local/lib/R/site-library","2.54.1",NA,"R (>= 4.0.0), methods","Rhdf5lib (>= 1.13.4), rhdf5filters (>= 1.15.5)","Rhdf5lib","bit64, BiocStyle, knitr, rmarkdown, testthat, bench, dplyr,
ggplot2, mockery, BiocParallel",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"rhdf5filters","rhdf5filters","/usr/local/lib/R/site-library","1.22.0",NA,NA,NA,"Rhdf5lib","BiocStyle, knitr, rmarkdown, tinytest, rhdf5 (>= 2.47.7)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.5.1"
"Rhdf5lib","Rhdf5lib","/usr/local/lib/R/site-library","1.32.0",NA,"R (>= 4.2.0)",NA,NA,"BiocStyle, knitr, rmarkdown, tinytest, mockery",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"RhpcBLASctl","RhpcBLASctl","/usr/local/lib/R/site-library","0.23-42",NA,NA,NA,NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"yes","4.5.0"
"Rhtslib","Rhtslib","/usr/local/lib/R/site-library","3.6.0",NA,NA,"tools",NA,"knitr, rmarkdown, BiocStyle",NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.5.1"
"rjson","rjson","/usr/local/lib/R/site-library","0.2.23",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.5.0"
"rlang","rlang","/usr/local/lib/R/site-library","1.1.6",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, desc, fs, glue, knitr,
magrittr, methods, pillar, pkgload, rmarkdown, stats, testthat
(>= 3.2.0), tibble, usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"rmarkdown","rmarkdown","/usr/local/lib/R/site-library","2.30",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.43), methods, tinytex (>= 0.31), tools, utils, xfun (>=
0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2), xml2",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.0"
"rngtools","rngtools","/usr/local/lib/R/site-library","1.5.2",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.0"
"robustbase","robustbase","/usr/local/lib/R/site-library","0.99-6",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"ROCR","ROCR","/usr/local/lib/R/site-library","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"roxygen2","roxygen2","/usr/local/lib/R/site-library","7.3.3",NA,"R (>= 3.6)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 1.0.0), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"rprojroot","rprojroot","/usr/local/lib/R/site-library","2.1.1",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, rlang, rmarkdown, testthat (>=
3.2.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"rsample","rsample","/usr/local/lib/R/site-library","1.3.1",NA,"R (>= 4.1)","cli, dplyr (>= 1.1.1), furrr, generics, glue, lifecycle,
methods, pillar, purrr (>= 1.0.0), rlang (>= 1.1.0), slider (>=
0.1.5), tibble, tidyr, tidyselect, vctrs (>= 0.5.0)",NA,"broom, covr, ggplot2, knitr, modeldata, recipes (>= 0.1.4),
rmarkdown, stats, testthat (>= 3.0.0), utils, whisker, withr,
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"Rsamtools","Rsamtools","/usr/local/lib/R/site-library","2.26.0",NA,"R (>= 3.5.0), methods, Seqinfo, GenomicRanges (>= 1.61.1),
Biostrings (>= 2.77.2)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), bitops,
BiocParallel, stats","Rhtslib (>= 3.3.1), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
VariantAnnotation, TxDb.Dmelanogaster.UCSC.dm3.ensGene,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle, knitr",NA,"Artistic-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.5.1"
"RSpectra","RSpectra","/usr/local/lib/R/site-library","0.16-2",NA,"R (>= 3.0.2)","Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,"MPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"RSQLite","RSQLite","/usr/local/lib/R/site-library","2.4.3",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.2.0), memoise, methods,
pkgconfig, rlang","plogr (>= 0.2.0), cpp11 (>= 0.4.0)","callr, cli, DBItest (>= 1.8.0), decor, gert, gh, hms, knitr,
magrittr, rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.5.0"
"rstatix","rstatix","/usr/local/lib/R/site-library","0.7.3",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.5.0"
"rstudioapi","rstudioapi","/usr/local/lib/R/site-library","0.17.1",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"rsvd","rsvd","/usr/local/lib/R/site-library","1.0.5",NA,"R (>= 4.0.0)","Matrix",NA,"ggplot2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.5.0"
"rtracklayer","rtracklayer","/usr/local/lib/R/site-library","1.70.1",NA,"R (>= 3.5), methods, GenomicRanges (>= 1.37.2)","XML (>= 1.98-0), BiocGenerics (>= 0.35.3), S4Vectors (>=
0.23.18), IRanges (>= 2.13.13), XVector (>= 0.19.7), Seqinfo,
Biostrings (>= 2.77.2), curl, httr, Rsamtools (>= 1.31.2),
GenomicAlignments (>= 1.15.6), BiocIO, tools, restfulr (>=
0.0.13)","S4Vectors, IRanges, XVector","GenomeInfoDb, BSgenome (>= 1.33.4), humanStemCell, microRNA
(>= 1.1.1), genefilter, limma, org.Hs.eg.db, hgu133plus2.db,
GenomicFeatures, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene, RUnit",NA,"Artistic-2.0 + file LICENSE",NA,NA,NA,NA,"yes","4.5.1"
"Rtsne","Rtsne","/usr/local/lib/R/site-library","0.17",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","irlba, testthat",NA,"file LICENSE","yes",NA,NA,NA,"yes","4.5.0"
"RUnit","RUnit","/usr/local/lib/R/site-library","0.4.33.1",NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,"XML (>= 3.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.5.0"
"rversions","rversions","/usr/local/lib/R/site-library","3.0.0",NA,NA,"curl",NA,"pillar, testthat (>= 3.0.0), webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"s2","s2","/usr/local/lib/R/site-library","1.1.9",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.6.0)","Rcpp, wk","bit64, testthat (>= 3.0.0), vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.5.0"
"S4Arrays","S4Arrays","/usr/local/lib/R/site-library","1.10.1",NA,"R (>= 4.3.0), methods, Matrix, abind, BiocGenerics (>=
0.45.2), S4Vectors (>= 0.47.6), IRanges","stats","S4Vectors","BiocParallel, SparseArray (>= 0.0.4), DelayedArray,
HDF5Array, testthat, knitr, rmarkdown, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"S4Vectors","S4Vectors","/usr/local/lib/R/site-library","0.48.0",NA,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.53.2)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle,
knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"S7","S7","/usr/local/lib/R/site-library","0.2.0",NA,"R (>= 3.5.0)","utils",NA,"bench, callr, covr, knitr, methods, rmarkdown, testthat (>=
3.2.0), tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"sass","sass","/usr/local/lib/R/site-library","0.4.10",NA,NA,"fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"ScaledMatrix","ScaledMatrix","/usr/local/lib/R/site-library","1.18.0",NA,NA,"methods, Matrix, S4Vectors, DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, BiocSingular,
DelayedMatrixStats",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.1"
"scales","scales","/usr/local/lib/R/site-library","1.4.0",NA,"R (>= 4.1)","cli, farver (>= 2.0.3), glue, labeling, lifecycle, R6,
RColorBrewer, rlang (>= 1.1.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"scater","scater","/usr/local/lib/R/site-library","1.38.0",NA,"SingleCellExperiment, scuttle, ggplot2","stats, utils, methods, Matrix, BiocGenerics, S4Vectors,
SummarizedExperiment, MatrixGenerics, SparseArray,
DelayedArray, beachmat, BiocNeighbors, BiocSingular,
BiocParallel, rlang, ggbeeswarm, viridis, Rtsne, RColorBrewer,
RcppML, uwot, pheatmap, ggrepel, ggrastr",NA,"BiocStyle, DelayedMatrixStats, snifter, densvis, cowplot,
biomaRt, knitr, scRNAseq, robustbase, rmarkdown, testthat,
Biobase, scattermore",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.1"
"scattermore","scattermore","/usr/local/lib/R/site-library","1.2",NA,NA,"ggplot2, scales, grid, grDevices, graphics",NA,"covr, knitr, rmarkdown, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.5.0"
"scatterpie","scatterpie","/usr/local/lib/R/site-library","0.2.6",NA,"R (>= 4.1.0), ggplot2","ggforce, rlang, ggfun, stats, tidyr, dplyr, utils, yulab.utils
(>= 0.1.6)",NA,"knitr, rmarkdown, prettydoc, maps, scales, cli",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.0"
"scDblFinder","scDblFinder","/usr/local/lib/R/site-library","1.24.0",NA,"R (>= 4.0), SingleCellExperiment","igraph, Matrix, BiocGenerics, BiocParallel, BiocNeighbors,
BiocSingular, S4Vectors, SummarizedExperiment, scran, scater,
scuttle, bluster, methods, DelayedArray, xgboost, stats, utils,
MASS, IRanges, GenomicRanges, GenomeInfoDb, Rsamtools,
rtracklayer",NA,"BiocStyle, knitr, rmarkdown, testthat, scRNAseq, circlize,
ComplexHeatmap, ggplot2, dplyr, viridisLite, mbkmeans",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.5.1"
"scran","scran","/usr/local/lib/R/site-library","1.38.0",NA,"SingleCellExperiment, scuttle","SummarizedExperiment, S4Vectors, BiocGenerics, BiocParallel,
Rcpp, stats, methods, utils, Matrix, edgeR, limma, igraph,
statmod, MatrixGenerics, S4Arrays, DelayedArray, BiocSingular,
bluster, metapod, dqrng, beachmat","Rcpp, beachmat, BH, dqrng, scuttle","testthat, BiocStyle, knitr, rmarkdown, DelayedMatrixStats,
HDF5Array, scRNAseq, dynamicTreeCut, ResidualMatrix,
ScaledMatrix, DESeq2, pheatmap, scater",NA,"GPL-3",NA,NA,NA,NA,"yes","4.5.1"
"sctransform","sctransform","/usr/local/lib/R/site-library","0.4.2",NA,"R (>= 3.6.0)","dplyr, magrittr, MASS, Matrix (>= 1.5-0), methods,
future.apply, future, ggplot2, reshape2, rlang, gridExtra,
matrixStats","RcppArmadillo, Rcpp (>= 0.11.0)","irlba, testthat, knitr","glmGamPoi","GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"scuttle","scuttle","/usr/local/lib/R/site-library","1.20.0",NA,"SingleCellExperiment","methods, utils, stats, Matrix, Rcpp, BiocGenerics, S4Vectors,
BiocParallel, GenomicRanges, SummarizedExperiment, S4Arrays,
MatrixGenerics, SparseArray, DelayedArray, beachmat","Rcpp, beachmat","BiocStyle, knitr, scRNAseq, rmarkdown, testthat,
sparseMatrixStats, DelayedMatrixStats, scran",NA,"GPL-3",NA,NA,NA,NA,"yes","4.5.1"
"Seqinfo","Seqinfo","/usr/local/lib/R/site-library","1.0.0",NA,"methods, BiocGenerics","stats, S4Vectors (>= 0.47.6), IRanges",NA,"GenomeInfoDb, GenomicRanges, BSgenome, GenomicFeatures,
TxDb.Hsapiens.UCSC.hg38.knownGene,
TxDb.Dmelanogaster.UCSC.dm3.ensGene,
BSgenome.Hsapiens.UCSC.hg38, BSgenome.Celegans.UCSC.ce2, RUnit,
knitr, rmarkdown, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"seqLogo","seqLogo","/usr/local/lib/R/site-library","1.76.0",NA,"R (>= 4.2), methods, grid","stats4, grDevices",NA,"knitr, BiocStyle, rmarkdown, testthat",NA,"LGPL (>= 2)",NA,NA,NA,NA,"no","4.5.1"
"sessioninfo","sessioninfo","/usr/local/lib/R/site-library","1.2.3",NA,"R (>= 3.4)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, gh, reticulate, rmarkdown, testthat (>= 3.2.0),
withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.5.0"
"Seurat","Seurat","/usr/local/lib/R/site-library","5.3.1",NA,"R (>= 4.0.0), methods, SeuratObject (>= 5.0.2)","cluster, cowplot, fastDummies, fitdistrplus, future,
future.apply, generics (>= 0.1.3), ggplot2 (>= 3.3.0), ggrepel,
ggridges, graphics, grDevices, grid, httr, ica, igraph, irlba,
jsonlite, KernSmooth, leidenbase, lifecycle, lmtest, MASS,
Matrix (>= 1.5-0), matrixStats, miniUI, patchwork, pbapply,
plotly (>= 4.9.0), png, progressr, RANN, RColorBrewer, Rcpp (>=
1.0.7), RcppAnnoy (>= 0.0.18), RcppHNSW, reticulate, rlang,
ROCR, RSpectra, Rtsne, scales, scattermore (>= 1.2),
sctransform (>= 0.4.1), shiny, spatstat.explore, spatstat.geom,
stats, tibble, tools, utils, uwot (>= 0.1.10)","Rcpp (>= 0.11.0), RcppEigen, RcppProgress","ape, arrow, Biobase, BiocGenerics, BPCells, data.table,
DESeq2, DelayedArray, enrichR, GenomicRanges, GenomeInfoDb,
glmGamPoi, ggrastr, harmony, hdf5r, IRanges, limma, MAST,
metap, mixtools, monocle, presto, rsvd, R.utils, Rfast2,
rtracklayer, S4Vectors, sf (>= 1.0.0), SingleCellExperiment,
SummarizedExperiment, testthat, VGAM",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"SeuratObject","SeuratObject","/usr/local/lib/R/site-library","5.2.0",NA,"R (>= 4.1.0), sp (>= 1.5.0)","future, future.apply, generics, grDevices, grid, lifecycle,
Matrix (>= 1.6.4), methods, progressr, Rcpp (>= 1.0.5), rlang
(>= 0.4.7), spam, stats, tools, utils","Rcpp, RcppEigen","BPCells, DelayedArray, fs (>= 1.5.2), sf (>= 1.0.0), ggplot2,
HDF5Array, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"sf","sf","/usr/local/lib/R/site-library","1.0-21",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, s2 (>= 1.1.0), stats, tools, units (>= 0.7-0), utils","Rcpp","blob, nanoarrow, covr, dplyr (>= 1.0.0), ggplot2, knitr,
lwgeom (>= 0.2-14), maps, mapview, Matrix, microbenchmark,
odbc, pbapply, pillar, pool, raster, rlang, rmarkdown,
RPostgres (>= 1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4),
spatstat (>= 2.0-1), spatstat.geom, spatstat.random,
spatstat.linnet, spatstat.utils, stars (>= 0.6-0), terra,
testthat (>= 3.0.0), tibble (>= 1.4.1), tidyr (>= 1.2.0),
tidyselect (>= 1.0.0), tmap (>= 2.0), vctrs, wk (>= 0.9.0)",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"sfd","sfd","/usr/local/lib/R/site-library","0.1.0",NA,"R (>= 2.10), tibble","cli, rlang",NA,"ggplot2, spelling, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"shape","shape","/usr/local/lib/R/site-library","1.4.6.1",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.5.0"
"shiny","shiny","/usr/local/lib/R/site-library","1.11.1",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.3.2), tools, cli, rlang (>= 0.4.10), fastmap (>= 1.1.1),
withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>= 0.6.0),
cachem (>= 1.1.0), lifecycle (>= 0.2.0)",NA,"coro (>= 1.1.0), datasets, DT, Cairo (>= 1.5-5), testthat (>=
3.2.1), knitr (>= 1.6), markdown, rmarkdown, ggplot2, reactlog
(>= 1.0.0), magrittr, yaml, mirai, future, dygraphs, ragg,
showtext, sass, watcher",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"ShortRead","ShortRead","/usr/local/lib/R/site-library","1.68.0",NA,"BiocGenerics (>= 0.23.3), BiocParallel, Biostrings (>=
2.47.6), Rsamtools (>= 1.31.2), GenomicAlignments (>= 1.15.6)","Biobase, S4Vectors (>= 0.17.25), IRanges (>= 2.13.12),
Seqinfo, GenomicRanges (>= 1.31.8), pwalign, hwriter, methods,
lattice, latticeExtra,","S4Vectors, IRanges, XVector, Biostrings, Rhtslib","BiocStyle, RUnit, biomaRt, GenomicFeatures, yeastNagalakshmi,
knitr",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"Signac","Signac","/usr/local/lib/R/site-library","1.16.0",NA,"R (>= 4.1.0), methods","GenomeInfoDb (>= 1.29.3), GenomicRanges, IRanges, Matrix,
Rsamtools, S4Vectors, SeuratObject (>= 5.0.2), data.table,
dplyr (>= 1.0.0), future, future.apply, ggplot2, rlang, irlba,
pbapply, tidyr, patchwork, stats, utils, BiocGenerics, stringi,
fastmatch, RcppRoll, scales, Rcpp, grid, tidyselect, vctrs,
lifecycle","Rcpp","Seurat (>= 5.0.2), ggforce, ggrepel, ggseqlogo, testthat (>=
2.1.0), chromVAR, SummarizedExperiment, TFBSTools, motifmatchr,
BSgenome, shiny, miniUI, rtracklayer, biovizBase, Biostrings,
lsa, MASS, wrswoR",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.1"
"SingleCellExperiment","SingleCellExperiment","/usr/local/lib/R/site-library","1.32.0",NA,"SummarizedExperiment","methods, utils, stats, S4Vectors, BiocGenerics, GenomicRanges,
DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, Matrix, scRNAseq (>=
2.9.1), Rtsne",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.1"
"SingleR","SingleR","/usr/local/lib/R/site-library","2.12.0",NA,"SummarizedExperiment","methods, Matrix, S4Vectors, DelayedArray, DelayedMatrixStats,
BiocParallel, BiocNeighbors, stats, utils, Rcpp, beachmat (>=
2.25.1)","Rcpp, beachmat, assorthead (>= 1.3.5), BiocNeighbors","testthat, knitr, rmarkdown, BiocStyle, BiocGenerics,
SingleCellExperiment, scuttle, scrapper (>= 1.3.14), scRNAseq,
ggplot2, pheatmap, grDevices, gridExtra, viridis, celldex",NA,"GPL-3",NA,NA,NA,NA,"yes","4.5.1"
"sitmo","sitmo","/usr/local/lib/R/site-library","2.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.13)","Rcpp","knitr, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"slam","slam","/usr/local/lib/R/site-library","0.1-55",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.5.0"
"slider","slider","/usr/local/lib/R/site-library","0.3.2",NA,"R (>= 4.0.0)","cli (>= 3.6.1), rlang (>= 1.1.1), vctrs (>= 0.6.3), warp","vctrs (>= 0.6.3)","covr, dplyr (>= 1.0.0), knitr, lubridate, rmarkdown, testthat
(>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"sna","sna","/usr/local/lib/R/site-library","2.8",NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"snow","snow","/usr/local/lib/R/site-library","0.4-4",NA,"R (>= 2.13.1), utils",NA,NA,"rlecuyer","Rmpi","GPL",NA,NA,NA,NA,"no","4.5.0"
"sourcetools","sourcetools","/usr/local/lib/R/site-library","0.1.7-1",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"sp","sp","/usr/local/lib/R/site-library","2.2-0",NA,"R (>= 3.5.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, gstat, deldir, knitr, maps, mapview, rmarkdown,
sf, terra, raster",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spacefillr","spacefillr","/usr/local/lib/R/site-library","0.4.0",NA,NA,"Rcpp (>= 1.0.0)","Rcpp",NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"spam","spam","/usr/local/lib/R/site-library","2.11-1",NA,"R (>= 4.0)","dotCall64, grid, methods, Rcpp (>= 1.0.8.3)","Rcpp","spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"SparseArray","SparseArray","/usr/local/lib/R/site-library","1.10.8",NA,"R (>= 4.3.0), methods, Matrix, BiocGenerics (>= 0.43.1),
MatrixGenerics (>= 1.11.1), S4Vectors (>= 0.43.2), S4Arrays (>=
1.10.1)","utils, stats, matrixStats, IRanges, XVector","S4Vectors, IRanges, XVector","HDF5Array, ExperimentHub, testthat, knitr, rmarkdown,
BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"SparseM","SparseM","/usr/local/lib/R/site-library","1.84-2",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,"knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"sparseMatrixStats","sparseMatrixStats","/usr/local/lib/R/site-library","1.22.0",NA,"MatrixGenerics (>= 1.5.3)","Rcpp, Matrix, matrixStats (>= 0.60.0), methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.1"
"sparsevctrs","sparsevctrs","/usr/local/lib/R/site-library","0.3.4",NA,"R (>= 4.1)","cli (>= 3.4.0), rlang (>= 1.1.0), vctrs",NA,"knitr, Matrix, methods, rmarkdown, testthat (>= 3.0.0),
tibble, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"SpatialExperiment","SpatialExperiment","/usr/local/lib/R/site-library","1.20.0",NA,"R (>= 4.1.0), methods, SingleCellExperiment","rjson, grDevices, magick, utils, S4Vectors,
SummarizedExperiment, BiocGenerics, BiocFileCache",NA,"knitr, rmarkdown, testthat, BiocStyle, BumpyMatrix,
DropletUtils, VisiumIO",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.1"
"spatstat.data","spatstat.data","/usr/local/lib/R/site-library","3.1-9",NA,"R (>= 3.5.0)","spatstat.utils (>= 3.1-2), Matrix",NA,"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"spatstat.explore","spatstat.explore","/usr/local/lib/R/site-library","3.5-3",NA,"R (>= 3.5.0), spatstat.data (>= 3.1-8), spatstat.univar (>=
3.1-4), spatstat.geom (>= 3.6), spatstat.random (>= 3.4),
stats, graphics, grDevices, utils, methods, nlme","spatstat.utils (>= 3.2), spatstat.sparse (>= 3.1), goftest (>=
1.2-2), Matrix, abind",NA,"sm, gsl, locfit, spatial, fftwtools (>= 0.9-8),
spatstat.linnet (>= 3.3), spatstat.model (>= 3.4), spatstat (>=
3.4)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
